experience_level,employment_type,position,salary_in_usd,remote_ratio,company_size,pais_empleado,pais_empleador
SE,FT,Software Engineer,272000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,223300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,154000,0,M,NorthAmerica,NorthAmerica
EN,PT,Data Engineer,40000,0,M,Europe,Europe
EN,PT,Data Engineer,35555,0,M,Europe,Europe
SE,FT,Software Engineer,378700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,207800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,228300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,105200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,312200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,207800,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,95000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,88400,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,50666,0,M,Europe,Europe
MI,FT,Data Engineer,30666,0,M,Europe,Europe
MI,FT,Software Engineer,264200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,143100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,252000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,168000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,178700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,109200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,151400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,92500,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,43750,0,M,Europe,Europe
EN,FT,Data Analyst,33750,0,M,Europe,Europe
EN,FT,Data Analyst,68378,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,58018,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,112000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,64000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,69127,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,59850,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,85000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,312200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,175800,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,312200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,175800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,264200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,143100,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,264200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,143100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,264200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,143100,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,296300,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,166600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,296300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,166600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,312200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,175800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,312200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,175800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,312200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,175800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,312200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,175800,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,57020,0,M,Europe,Europe
MI,FT,Engineer,49880,0,M,Europe,Europe
SE,FT,Data Scientist,250200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,117200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,88750,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,67500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,85000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,80000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,170500,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,124000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,123400,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,83000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,294000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,137600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,224765,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,134597,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,171000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,114000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,135000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,91000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,100500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,62800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,172000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,75600,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,172000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,75600,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,130800,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,87200,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,244400,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,148100,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,67824,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,42516,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,79200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,63750,0,M,NorthAmerica,NorthAmerica
EN,FT,Engineer,98100,100,M,NorthAmerica,NorthAmerica
EN,FT,Engineer,65500,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,123696,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,77760,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,175300,100,M,Europe,Europe
SE,FT,Software Engineer,111400,100,M,Europe,Europe
SE,FT,Software Engineer,125000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,95000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,101484,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,60890,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,183000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,108900,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,220000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,96600,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,60000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,80000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,65000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,200000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,114000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,216200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,102900,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,128000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,64000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,257600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,177650,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,95000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,73000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,123696,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,77760,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,76000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,59000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,230000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,148000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,143706,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,84533,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,339250,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,129800,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,72100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,106260,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,82000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,135392,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,79643,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,116800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,77800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,124800,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,76128,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,304750,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,164000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,265200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,188885,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,142896,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,95264,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,183456,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,122304,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,276000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,148000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,115200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,76800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,161500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,138200,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,123760,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,85280,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,124800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,76128,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,56250,0,M,Europe,Europe
EN,FT,Software Engineer,56250,0,M,Europe,Europe
SE,FT,Software Engineer,276000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,148000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,310500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,321600,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,172500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,201300,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,134200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,80000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,75000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,80000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,70000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,95000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,85000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,100000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,90000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,258750,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,140000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,210000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,135000,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,211900,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,113700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,276000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,148000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,169813,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,123500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,196070,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,118840,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,339250,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,258750,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,128000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,103500,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,60000,100,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,74000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,51000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,78000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,161000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,119000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,31200,100,M,Asia,Asia
MI,FT,Data Engineer,30000,100,M,Asia,Asia
SE,FT,Software Engineer,130920,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,87280,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,135000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,84000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,144400,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,87400,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,166500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,99900,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Scientist,145440,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Scientist,96960,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,146100,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,86500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,176000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,72700,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,229438,0,M,Europe,Europe
MI,FT,Software Engineer,125821,0,M,Europe,Europe
MI,FT,Software Engineer,87000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,66000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,103400,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,62000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170760,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,113840,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,273260,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,147140,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,99996,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,69996,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,116000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,90000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,154000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,108000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,145000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,115000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,140000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,108000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Engineer,185000,0,L,NorthAmerica,NorthAmerica
EN,FT,Data Engineer,91200,0,L,NorthAmerica,NorthAmerica
EN,FT,Data Engineer,185000,0,L,NorthAmerica,NorthAmerica
EN,FT,Data Engineer,91200,0,L,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,97000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,65000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,185000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,175000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,120000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,120000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,165600,0,L,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,74100,0,L,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,252000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,168000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,252000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,168000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,260000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,235000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,285000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,235000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,144000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,118585,0,M,Oceania,Oceania
SE,FT,Software Engineer,90775,0,M,Oceania,Oceania
SE,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,145000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,178700,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,90300,100,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,184900,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,98500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,307000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,185000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Engineer,209000,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Engineer,160000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
EX,FT,Engineer,280000,100,M,NorthAmerica,NorthAmerica
EX,FT,Engineer,200000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,130000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,104000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,170000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,136000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,160000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,140000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,104000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,80000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,122000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,94500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,154000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,108000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,154000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,108000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,197000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,149000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,190000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,253430,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,200740,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,185000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,165000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,232000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,183000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,195500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,100000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,90000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,154825,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,61600,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,166000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,104000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,179000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,112000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,218000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,160000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,95000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,60675,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,82000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,68000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,120500,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,90400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,185333,100,M,Europe,Europe
SE,FT,Software Engineer,137000,100,M,Europe,Europe
SE,FT,Software Engineer,281000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,204000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,185000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,127777,0,M,Europe,Europe
SE,FT,Software Engineer,85555,0,M,Europe,Europe
SE,FT,Software Engineer,324000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,159000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,245000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,136000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,145000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,110000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,160000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,191100,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,136500,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,105000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,184100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,109100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,182000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,182000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,182000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,182000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,123076,0,M,Asia,Asia
SE,FT,Software Engineer,92307,0,M,Asia,Asia
SE,FT,Data Scientist,185000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,123000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,210000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,136000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,119000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,71100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,160000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,196800,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,140000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,234000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,146000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,260000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,162000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,260000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,162000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,234000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,146000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,260000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,162000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,254024,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,123470,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,178000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,97000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,178000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,97000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,201500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,124000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,188000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,173000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,266000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,177000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,229000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,107000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,106923,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,88461,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,118000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,83028,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,82000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,48000,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Analyst,142250,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Analyst,100000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,141700,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,99200,0,M,NorthAmerica,NorthAmerica
